Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
38,41,1.53,31.09435342,8,1939,21.2,63,8,3.12,8,3.4,373.2815537,8.6,8.5,0.489,7.9
19,4,1.17,262.8184944,93,98,49.7,5,96,5.32,96,0.1,2346.5937,6.5,6.4,0.662,13.3
335,11,0.73,62.56273841,57,7135,37.5,14,51,3.98,59,1.1,631.9468526,1.6,1.5,0.418,6.2
22,38,0.2,2.79096532,2,13344,12.9,50,76,5.48,78,0.1,253.72412,18.0,18.6,0.457,9.2
157,0,1.35,330.1007394,91,4,66.2,0,91,5.66,89,0.1,1837.977391,0.1,0.1,0.674,13.2
245,14,0.01,5.103249438,48,0,48.8,19,55,7.56,48,0.5,83.1148117,3.9,3.9,0.487,9.1
286,10,0.79,18.99961966,56,0,44.9,14,72,4.18,67,1.1,1366.879112,1.4,1.3,0.485,9.6
473,50,8.19,780.0336423,76,39,45.7,75,77,7.75,79,23.5,5786.59972,8.9,1.7,0.616,12.9
214,0,2.02,64.39203443,99,0,55.1,0,97,3.61,96,0.1,3658.63832,4.1,3.8,0.699,13.9
12,1,3.91,295.6087143,93,13,54.1,1,95,4.48,93,0.1,3994.712355,2.1,2.1,0.739,12.7
316,88,0.01,10.5747282,63,8762,12.6,122,35,7.8,33,0.1,117.49698,2.1,2.4,0.34,5.9
14,10,4.69,570.4532468,93,0,51.5,13,92,5.36,93,0.3,4166.93387,1.2,1.2,0.706,13.3
296,59,0.3,9.53048032,85,333,18.3,96,85,1.87,85,0.6,643.951373,13.2,13.4,0.493,8.2
122,0,0.01,2700.07305,93,0,59.4,0,93,6.38,93,0.1,19941.45532,1.9,1.9,0.86,16.5
233,1,0.01,61.57443584,88,0,23.2,2,85,6.51,87,0.8,834.341949,6.8,6.6,0.49,10.9
285,25,1.13,7.106997355,7,210,2.5,39,73,4.73,7,2.1,61.799977,8.7,8.6,0.43,8.5
22,5,6.29,24.44473709,95,321,52.3,5,95,4.36,95,0.1,1286.56511,2.4,2.5,0.789,15.0
99,0,4.25,3.479918859,36,28,49.9,0,87,9.4,84,0.1,265.642661,3.0,3.0,0.0,12.3
2,0,0.01,97.87193319,75,0,77.1,0,79,1.21,75,0.1,1684.54274,0.1,0.1,0.597,11.9
162,19,0.27,80.15505125,92,1861,18.0,24,92,5.69,92,0.1,688.6172788,16.1,16.5,0.545,12.3
85,0,11.98,15345.4907,95,8,57.5,0,99,7.75,99,0.1,89739.7117,0.9,0.9,0.88,13.5
37,46,0.47,4.982900401,24,165,16.7,80,32,3.31,24,4.4,84.455939,9.6,9.5,0.343,6.3
74,1,2.53,22.27332618,96,19,58.7,1,93,7.61,92,0.1,236.19646,1.1,1.1,0.85,15.1
179,11,0.01,12.17952064,88,0,18.9,12,87,5.68,88,0.2,198.687123,1.9,11.0,0.553,10.9
271,2,1.31,56.05686428,98,18,4.5,2,98,6.18,98,0.1,646.561295,2.4,2.5,0.609,10.5
131,0,0.01,698.3522786,6,0,73.8,0,62,6.91,67,0.1,4219.65123,0.2,0.1,0.7,12.9
14,0,0.96,7.033980828,82,0,73.3,0,84,4.6,82,0.1,445.18866,0.1,0.1,0.712,14.4
134,7,3.95,367.9285652,9,0,5.7,8,88,5.9,91,0.1,4657.32361,1.3,1.2,0.703,13.1
715,26,4.06,0.0,7,998,26.7,41,7,6.52,68,36.7,453.3511552,9.8,9.9,0.418,9.5
216,0,9.92,86.9255399,99,2,57.0,0,99,6.37,99,0.1,7558.7426,2.5,2.5,0.791,15.9
293,46,4.58,73.92730583,89,12,15.1,83,93,6.63,89,1.7,475.11122,9.8,9.3,0.334,4.9
13,36,5.27,881.7364327,95,0,59.4,42,95,6.6,95,0.1,7748.12331,1.7,1.6,0.738,12.5
263,1,0.96,2.586698228,89,3,16.1,1,9,4.41,89,0.3,197.45788,18.0,18.8,0.0,8.8
1,1,11.01,2943.375396,6,83,58.5,1,96,8.29,95,0.1,23121.56635,0.8,0.8,0.873,18.2
65,2,8.44,473.1915451,96,439,58.8,2,97,8.82,96,0.1,3341.7482,0.5,0.5,0.856,16.0
1,1,4.04,1070.268999,86,1,48.3,1,88,8.45,88,0.1,4167.71417,2.2,2.1,0.715,12.1
67,0,10.49,703.5527332,95,51,61.3,0,96,8.1,96,0.1,5234.76736,0.3,0.2,0.902,18.6
176,0,6.5,144.9850711,9,0,43.0,0,91,5.6,9,0.4,1953.9767,5.9,6.2,0.774,12.6
178,367,0.03,3.912744517,75,2801,2.1,459,75,3.35,75,0.1,95.4327931,2.8,21.3,0.505,6.7
129,2,3.28,47.81704183,55,50,46.0,2,81,6.94,8,0.1,691.997711,3.1,3.1,0.0,11.4
382,2,0.01,574.3895102,98,0,31.8,3,98,9.25,98,7.3,3464.35169,4.3,4.3,0.541,11.4
19,0,0.01,707.144691,9,0,6.7,0,94,6.43,94,0.1,7186.429787,1.8,1.9,0.799,15.1
117,0,6.45,489.6818699,87,0,58.5,0,91,6.7,92,0.1,6698.79439,2.0,2.1,0.785,14.6
199,0,4.52,72.800168,84,0,51.8,0,84,6.22,84,0.6,527.92,3.5,3.4,0.678,11.5
193,4,3.51,22.35595448,87,0,43.5,5,89,5.26,87,0.4,143.6758,2.2,2.1,0.57,10.4
312,1,0.17,93.35872844,98,418,13.9,1,98,6.91,92,0.1,765.8632358,19.2,19.9,0.0,7.3
113,21,0.66,555.9260834,95,18,56.1,24,95,6.14,95,0.1,5564.82566,5.9,5.8,0.732,14.4
276,8,5.99,145.1022528,95,18,44.8,9,95,3.61,95,0.1,1658.31146,2.6,2.6,0.7,12.7
274,169,1.17,53.77354001,56,1176,15.3,256,65,4.41,58,2.0,379.7566385,11.1,1.8,0.393,8.1
182,11,0.36,13.25723997,58,2144,32.5,14,82,4.46,85,0.3,236.314438,4.0,4.0,0.553,10.1
34,14,1.44,39.08258546,85,187,22.0,21,85,5.21,85,2.6,562.3393592,7.1,7.0,0.457,11.5
179,0,0.91,163.105292,68,7,41.9,0,67,3.37,7,0.1,1362.61731,1.7,1.6,0.0,10.1
86,2,11.12,1934.398154,77,152,57.6,2,95,7.21,95,0.1,14676.769,0.6,0.5,0.82,15.7
73,1,9.84,46.3871819,95,32,59.6,2,92,8.39,92,0.1,281.81763,0.7,0.7,0.902,20.1
48,43,7.38,1089.954838,68,32,48.7,56,65,8.79,65,7.6,7548.163698,6.0,7.3,0.644,12.8
271,41,0.9,47.5262138,51,10795,14.7,63,61,5.29,62,0.7,262.2859481,8.5,8.4,0.462,8.3
121,2,2.76,57.10318825,61,35,46.5,2,83,7.82,87,0.1,733.974142,3.0,3.1,0.673,11.7
496,54,8.5,732.1255305,83,81,44.3,82,79,7.57,82,28.1,5631.73485,1.6,12.8,0.609,12.9
284,8,5.75,12.60883976,95,94,44.4,10,95,3.47,95,0.1,149.926751,2.6,2.7,0.685,12.3
163,75,6.97,23.76370075,98,6,47.8,85,99,8.27,99,0.1,477.182746,3.2,3.1,0.694,13.8
3,88,0.01,16.88735091,64,2486,13.0,122,36,7.76,36,0.1,187.84595,19.9,2.2,0.341,6.2
67,2,8.2,9733.228019,55,83,65.8,2,91,1.67,91,0.1,52413.72116,0.5,0.5,0.909,15.9
77,0,9.51,3682.88717,95,1,62.4,0,99,9.76,99,0.1,31997.2821,0.8,0.7,0.853,15.9
266,2,0.24,69.9675435,68,912,19.2,2,67,4.32,68,0.1,621.93372,7.5,7.4,0.434,9.7
22,0,5.46,47.08931143,75,0,24.0,0,97,7.84,97,1.2,843.89447,6.9,6.8,0.521,10.2
188,0,6.64,605.6286892,95,0,47.8,0,95,5.61,95,0.5,4516.24675,3.5,3.4,0.7,12.4
527,4,2.71,154.8705998,93,2488,29.7,6,92,1.87,93,13.4,1173.26212,7.2,7.0,0.464,10.9
88,0,5.37,437.0621,99,28,55.1,1,99,5.71,99,0.1,4437.17868,1.4,1.5,0.738,13.3
247,1,6.71,15.54978677,85,0,36.4,1,9,5.82,85,1.7,925.582546,5.9,5.7,0.606,10.9
191,0,5.53,78.72216127,76,0,36.0,1,91,5.13,91,0.5,884.518666,6.4,6.9,0.729,12.0
29,11,0.81,103.7277727,59,0,43.4,14,76,4.6,63,1.3,1178.72469,1.4,1.3,0.469,8.9
114,20,1.53,1275.877569,96,111,62.8,23,97,5.29,97,0.1,11341.13395,4.9,4.7,0.737,13.8
13,1,2.1,618.3614858,75,213,6.2,1,74,8.91,75,0.1,5424.22356,4.7,4.6,0.0,14.2
282,18,6.39,0.661540371,97,6,17.1,28,97,7.66,97,3.7,5.6687264,6.7,6.6,0.438,10.4
123,1,6.35,152.5448405,96,0,58.3,1,96,11.15,96,0.1,522.951116,1.6,1.6,0.753,15.5
132,1,3.36,70.54185252,48,216,47.5,2,74,8.49,75,0.1,928.18227,2.9,3.0,0.684,11.8
192,24,1.78,40.13342094,99,737,37.5,28,99,5.11,99,0.3,546.776852,3.2,3.2,0.62,11.7
189,173,0.05,8.460155758,64,24457,17.5,215,8,2.53,71,0.1,164.59447,1.9,11.0,0.613,10.8
62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.8,0.7,0.819,14.6
285,25,1.35,8.931827297,73,217,19.7,40,75,4.63,73,2.1,519.2922847,9.1,9.0,0.416,7.7
148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,7.0,6.9,0.769,14.7
29,31,0.18,59.18845152,65,908,52.5,37,69,4.13,65,0.1,1849.63911,5.4,5.2,0.628,10.1
174,0,6.7,1486.236406,92,0,44.0,0,91,5.78,92,0.4,19152.531,5.9,6.1,0.772,12.6
39,186,1.06,30.46451811,47,1446,14.5,286,61,4.69,5,2.8,243.326822,11.3,11.0,0.362,7.1
194,29,0.2,52.22906505,82,1415,14.9,38,82,5.84,82,0.2,393.8843518,17.2,17.8,0.486,10.0
211,3,2.77,57.74562629,96,0,5.1,3,96,6.68,96,0.2,362.951768,1.8,1.7,0.651,12.9
111,0,5.97,417.9117441,95,0,61.8,1,95,8.55,95,0.1,14166.4998,1.5,1.5,0.78,15.5
178,0,15.04,1968.816817,93,35,61.4,0,93,6.59,93,0.1,15712.82376,2.7,2.7,0.834,16.4
166,1,3.48,155.5884677,36,0,44.5,1,99,4.56,96,2.3,3465.221998,1.9,1.8,0.694,11.9
152,1,10.93,661.5144334,96,2249,62.1,1,94,6.78,94,0.1,6955.987733,2.0,2.1,0.768,13.8
91,1,5.28,41.82275719,99,10,54.3,1,99,5.34,99,0.1,494.358832,1.4,1.5,0.725,12.5
188,0,8.24,601.7608115,98,0,27.1,0,98,4.62,98,0.1,7578.85153,6.3,6.7,0.0,12.3
144,8,3.52,19.13983284,96,0,47.9,9,92,5.86,96,0.3,335.786541,1.4,1.3,0.693,12.8
148,13,4.44,411.5645653,94,0,48.8,16,66,4.72,77,0.4,2754.7829,1.3,1.3,0.692,13.0
338,23,4.05,2.030494673,94,305,15.7,34,96,6.96,94,2.4,24.944652,7.8,7.8,0.336,8.6
58,0,7.67,343.123395,93,0,68.4,0,99,9.95,99,0.1,2193.8836,0.8,0.7,0.821,14.1
149,3,7.74,466.7383106,95,133,53.6,3,98,5.86,98,0.1,4981.198619,2.5,2.7,0.784,14.7
259,2,0.16,9.087638194,75,0,2.1,2,75,4.93,75,0.1,72.759313,7.3,7.2,0.459,10.0
222,0,0.46,11.07543331,9,0,67.9,0,9,8.12,9,0.1,796.7937634,0.2,0.2,0.0,10.0
135,9,1.25,91.70356833,8,538,45.3,11,86,4.94,84,0.1,1263.13455,6.6,6.5,0.596,10.2
12,3,1.4,585.6307861,99,1,55.6,3,99,6.18,99,0.1,4129.977335,6.3,6.3,0.706,14.4
89,2,7.93,177.4925143,92,0,6.6,2,92,6.97,92,0.1,1286.17764,0.8,0.9,0.815,15.2
258,8,7.6,708.3285785,99,20,47.9,9,99,3.65,99,0.1,8513.564645,2.4,2.5,0.758,14.6
185,0,7.82,21.4653132,99,0,3.1,0,99,3.91,99,0.1,1192.5174,6.0,6.4,0.712,12.1
155,174,0.01,38.05462002,45,25934,12.5,231,94,2.68,93,0.1,484.155471,19.9,2.5,0.499,8.2
68,0,11.02,15515.75234,94,0,6.5,0,99,7.1,99,0.1,113751.85,0.9,0.9,0.892,13.9
163,365,0.04,60.18648815,72,8749,23.9,450,72,2.7,72,0.1,1272.44161,19.6,2.0,0.538,7.7
183,4,2.05,13.39092189,97,21,19.2,4,97,3.37,97,0.1,216.681584,15.3,15.4,0.735,13.4
66,1,10.31,6187.062017,95,0,62.0,2,92,8.49,92,0.1,36118.28381,0.7,0.6,0.915,20.3
135,0,0.01,565.9672173,8,0,74.8,0,82,5.18,8,0.1,4192.349758,0.1,0.1,0.716,14.3
446,17,1.67,43.48359197,45,2,2.2,24,46,3.9,45,6.6,446.4434494,9.0,8.9,0.352,6.6
159,2,11.9,128.0805702,97,12,55.6,3,95,5.33,96,0.1,1136.47356,3.1,3.5,0.78,14.7
181,2,2.52,665.7260253,93,0,55.4,2,93,6.77,94,0.2,3988.771871,1.6,1.6,0.676,13.2
132,98,0.01,10.44640334,97,289,17.7,121,97,2.82,97,0.1,184.56543,18.1,18.6,0.57,10.0
527,29,5.21,53.30858081,9,9696,29.4,44,89,5.37,89,15.7,713.63562,7.1,7.0,0.436,10.0
375,61,0.01,54.91159475,79,9,22.2,84,79,6.98,79,4.1,623.2871141,3.6,3.5,0.409,9.1
154,3,3.38,302.7045411,98,0,5.2,3,99,6.58,98,0.1,1526.497938,1.9,1.8,0.614,11.4
179,365,0.03,40.36829999,78,7641,19.5,458,77,3.4,78,0.1,873.772727,21.0,21.5,0.501,6.5
21,0,4.13,11.13608747,98,0,26.2,0,99,6.65,98,0.9,199.57146,6.3,6.2,0.533,10.1
192,0,12.4,1446.529217,95,0,59.7,0,98,7.53,98,0.1,11837.3913,2.8,2.9,0.825,16.6
162,11,5.92,609.9511632,98,7790,25.7,13,99,3.92,99,0.3,4378.68746,8.5,8.6,0.7,12.9
172,372,0.04,0.66751505,82,4321,21.9,461,82,3.2,82,0.1,14.142268,2.2,2.7,0.521,7.5
